CustomerID,Recency,Frequency,Monetary,Country,Cluster,R_Score,F_Score,M_Score,RFM_Segment
16793,57,1,243.84,United Kingdom,3,2,2,1,221
16794,1,10,1196.5,United Kingdom,2,4,4,3,443
16795,365,1,414.88,United Kingdom,3,1,2,2,122
16796,89,1,305.62,United Kingdom,3,2,2,1,221
16800,11,1,1162.65,United Kingdom,0,4,2,3,423
16801,163,4,1594.23,United Kingdom,1,1,3,3,133
16803,65,1,332.3,United Kingdom,3,2,2,2,222
16804,23,3,536.99,United Kingdom,0,3,3,2,332
16805,174,2,460.59000000000003,United Kingdom,3,1,2,2,122
16806,103,4,762.16,United Kingdom,1,2,3,3,233
16807,143,3,1121.59,United Kingdom,1,1,3,3,133
16808,99,2,288.42,United Kingdom,3,2,2,1,221
16809,23,5,914.69,United Kingdom,1,3,4,3,343
16810,192,1,309.54,United Kingdom,3,1,2,2,122
16811,5,2,547.07,United Kingdom,0,4,2,2,422
16812,361,1,479.35,United Kingdom,3,1,2,2,122
16813,8,10,1652.18,United Kingdom,2,4,4,3,443
16814,14,21,6416.7,United Kingdom,2,4,4,4,444
16816,103,4,417.06,United Kingdom,1,2,3,2,232
16817,3,9,1604.75,United Kingdom,2,4,4,3,443
16818,11,11,3349.57,United Kingdom,2,4,4,4,444
16820,96,1,497.61,United Kingdom,3,2,2,2,222
16823,227,1,358.38,United Kingdom,3,1,2,2,122
16824,16,2,460.64,United Kingdom,0,4,2,2,422
16825,39,2,775.18,United Kingdom,1,3,2,3,323
16826,51,1,341.7,United Kingdom,3,3,2,2,322
16828,93,2,128.5,United Kingdom,3,2,2,1,221
16829,157,1,197.22,United Kingdom,3,1,2,1,121
16830,39,1,325.91,United Kingdom,0,3,2,2,322
16832,184,3,199.15,United Kingdom,3,1,3,1,131
16833,1,4,1106.53,United Kingdom,0,4,3,3,433
16834,228,1,413.46,United Kingdom,3,1,2,2,122
16835,128,2,180.85,United Kingdom,3,2,2,1,221
16836,40,2,251.87,United Kingdom,0,3,2,1,321
16837,31,11,3170.98,United Kingdom,2,3,4,4,344
16838,197,2,588.85,United Kingdom,3,1,2,2,122
16839,9,34,16594.35,United Kingdom,2,4,4,4,444
16841,37,6,1869.82,United Kingdom,1,3,4,4,344
16842,101,3,1264.19,United Kingdom,1,2,3,3,233
16843,43,16,10196.57,United Kingdom,2,3,4,4,344
16846,50,1,214.32,United Kingdom,3,3,2,1,321
16847,43,1,193.44,United Kingdom,3,3,2,1,321
16848,53,1,281.42,United Kingdom,3,2,2,1,221
16849,187,1,124.57,United Kingdom,3,1,2,1,121
16850,334,1,332.41,United Kingdom,3,1,2,2,122
16851,4,3,342.45,United Kingdom,0,4,3,2,432
16852,10,2,144.91,United Kingdom,0,4,2,1,421
16855,24,2,328.40000000000003,United Kingdom,0,3,2,2,322
16856,15,1,35.400000000000006,United Kingdom,0,4,2,1,421
16858,369,1,375.69000000000005,United Kingdom,3,1,2,2,122
16859,145,2,747.81,United Kingdom,3,1,2,3,123
16861,60,2,173.76,United Kingdom,3,2,2,1,221
16863,31,2,502.8,United Kingdom,0,3,2,2,322
16866,141,3,207.74,United Kingdom,3,2,3,1,231
16869,23,4,817.12,United Kingdom,1,3,3,3,333
16871,22,6,2812.34,United Kingdom,1,3,4,4,344
16872,77,3,680.02,United Kingdom,1,2,3,3,233
16873,5,6,7123.62,United Kingdom,2,4,4,4,444
16875,67,5,2095.53,United Kingdom,1,2,4,4,244
16877,12,6,846.62,United Kingdom,1,4,4,3,443
16878,84,1,13.3,United Kingdom,3,2,2,1,221
16880,31,7,1491.43,United Kingdom,1,3,4,3,343
16881,67,1,432.0,United Kingdom,3,2,2,2,222
16882,67,3,705.12,United Kingdom,1,2,3,3,233
16883,187,2,272.48,United Kingdom,3,1,2,1,121
16884,38,2,429.84,United Kingdom,0,3,2,2,322
16885,15,3,450.41,United Kingdom,0,4,3,2,432
16887,35,1,192.32999999999998,United Kingdom,0,3,2,1,321
16889,195,3,1578.67,United Kingdom,1,1,3,3,133
16891,2,5,742.43,United Kingdom,0,4,4,3,443
16892,1,5,518.19,United Kingdom,0,4,4,2,442
16893,367,1,145.93,United Kingdom,3,1,2,1,121
16895,65,1,202.27,United Kingdom,3,2,2,1,221
16897,299,2,289.78,United Kingdom,3,1,2,1,121
16898,26,3,501.03000000000003,United Kingdom,0,3,3,2,332
16899,8,6,1271.06,United Kingdom,2,4,4,3,443
16900,17,3,887.11,United Kingdom,0,4,3,3,433
16902,116,1,1706.88,United Kingdom,1,2,2,4,224
16903,29,1,363.2,United Kingdom,0,3,2,2,322
16904,4,16,3653.75,United Kingdom,2,4,4,4,444
16905,5,7,3037.6,United Kingdom,2,4,4,4,444
16906,82,4,559.59,United Kingdom,1,2,3,2,232
16907,29,5,928.76,United Kingdom,1,3,4,3,343
16909,72,1,379.14,United Kingdom,3,2,2,2,222
16910,4,8,1508.96,United Kingdom,2,4,4,3,443
16912,29,11,2555.58,United Kingdom,2,3,4,4,344
16913,290,1,113.44,United Kingdom,3,1,2,1,121
16914,36,1,183.76,United Kingdom,3,3,2,1,321
16915,9,6,621.6800000000001,United Kingdom,0,4,4,2,442
16916,24,2,562.41,United Kingdom,0,3,2,2,322
16917,277,1,391.52,United Kingdom,3,1,2,2,122
16918,50,6,1068.82,United Kingdom,1,3,4,3,343
16919,156,11,2592.25,United Kingdom,1,1,4,4,144
16921,61,1,154.18,United Kingdom,3,2,2,1,221
16923,12,19,7069.08,United Kingdom,2,4,4,4,444
16924,21,3,829.89,United Kingdom,0,3,3,3,333
16926,371,1,230.25,United Kingdom,3,1,2,1,121
16927,116,3,543.05,United Kingdom,1,2,3,2,232
16928,80,17,2814.7,United Kingdom,2,2,4,4,244
16929,4,7,1295.39,United Kingdom,2,4,4,3,443
16930,26,3,378.89,United Kingdom,0,3,3,2,332
16931,5,21,4554.87,United Kingdom,2,4,4,4,444
16932,53,1,150.23000000000002,United Kingdom,3,2,2,1,221
16933,1,2,563.23,United Kingdom,0,4,2,2,422
16934,55,2,931.03,United Kingdom,1,2,2,3,223
16936,26,1,261.9,United Kingdom,0,3,2,1,321
16938,9,4,2711.6800000000003,United Kingdom,2,4,3,4,434
16940,52,3,3049.88,United Kingdom,1,2,3,4,234
16942,13,9,1904.99,United Kingdom,2,4,4,4,444
16943,212,3,816.73,United Kingdom,1,1,3,3,133
16945,22,19,4345.5,United Kingdom,2,3,4,4,344
16947,236,1,406.48,United Kingdom,3,1,2,2,122
16948,139,3,435.02,United Kingdom,3,2,3,2,232
16949,4,6,1286.27,United Kingdom,2,4,4,3,443
16950,57,3,1178.56,United Kingdom,1,2,3,3,233
16951,135,3,1277.75,United Kingdom,1,2,3,3,233
16952,109,2,167.61,United Kingdom,3,2,2,1,221
16953,30,1,20.8,United Kingdom,3,3,2,1,321
16954,1,9,2085.08,United Kingdom,2,4,4,4,444
16955,185,4,518.67,United Kingdom,1,1,3,2,132
16956,18,1,308.74,United Kingdom,0,4,2,2,422
16957,239,2,416.64,United Kingdom,3,1,2,2,122
16959,87,1,117.35000000000001,United Kingdom,3,2,2,1,221
16960,39,3,507.05,United Kingdom,0,3,3,2,332
16961,116,1,234.17000000000002,United Kingdom,3,2,2,1,221
16963,187,1,110.55000000000001,United Kingdom,3,1,2,1,121
16965,227,1,201.19,United Kingdom,3,1,2,1,121
16966,8,7,2154.97,United Kingdom,2,4,4,4,444
16967,189,1,319.02,United Kingdom,3,1,2,2,122
16968,4,2,439.43,United Kingdom,0,4,2,2,422
16969,39,3,650.41,United Kingdom,1,3,3,2,332
16971,38,1,357.21,United Kingdom,0,3,2,2,322
16976,267,1,251.51999999999998,United Kingdom,3,1,2,1,121
16978,78,1,344.33,United Kingdom,3,2,2,2,222
16979,4,6,1852.0,United Kingdom,2,4,4,4,444
16980,255,2,1028.46,United Kingdom,3,1,2,3,123
16982,61,1,384.06,United Kingdom,3,2,2,2,222
16983,13,7,1905.87,United Kingdom,2,4,4,4,444
16984,88,2,4459.52,United Kingdom,1,2,2,4,224
16985,17,10,5464.12,United Kingdom,2,4,4,4,444
16986,30,2,1873.2,United Kingdom,1,3,2,4,324
16987,3,7,1616.8,United Kingdom,2,4,4,3,443
16988,5,1,126.12,United Kingdom,0,4,2,1,421
16989,7,6,1133.25,United Kingdom,2,4,4,3,443
16990,219,1,179.0,United Kingdom,3,1,2,1,121
16992,11,5,1614.31,United Kingdom,1,4,4,3,443
16996,30,6,1456.96,United Kingdom,1,3,4,3,343
16997,288,3,702.0,United Kingdom,3,1,3,3,133
16998,150,4,295.0,United Kingdom,3,1,3,1,131
16999,23,2,484.82,United Kingdom,0,3,2,2,322
17001,1,11,3989.57,United Kingdom,2,4,4,4,444
17002,86,3,1493.73,United Kingdom,1,2,3,3,233
17004,46,2,1312.1399999999999,United Kingdom,1,3,2,3,323
17006,5,4,781.78,United Kingdom,0,4,3,3,433
17007,51,6,889.9300000000001,United Kingdom,1,3,4,3,343
17010,18,1,195.36,United Kingdom,0,4,2,1,421
17011,30,1,270.9,United Kingdom,0,3,2,1,321
17014,8,3,583.4300000000001,United Kingdom,0,4,3,2,432
17015,29,3,1838.61,United Kingdom,1,3,3,4,334
17017,3,20,8694.26,United Kingdom,2,4,4,4,444
17018,41,2,920.1,United Kingdom,1,3,2,3,323
17019,11,4,1258.08,United Kingdom,0,4,3,3,433
17022,31,1,71.0,United Kingdom,3,3,2,1,321
17024,45,3,95.85,United Kingdom,3,3,3,1,331
17025,61,3,357.77,United Kingdom,1,2,3,2,232
17026,185,2,154.83,United Kingdom,3,1,2,1,121
17027,79,6,877.5600000000001,United Kingdom,1,2,4,3,243
17029,111,2,716.0,United Kingdom,3,2,2,3,223
17030,64,1,146.87,United Kingdom,3,2,2,1,221
17031,12,2,380.35,United Kingdom,0,4,2,2,422
17033,86,3,1030.14,United Kingdom,1,2,3,3,233
17034,16,3,745.52,United Kingdom,0,4,3,3,433
17035,246,2,433.53000000000003,United Kingdom,3,1,2,2,122
17037,88,1,1267.32,United Kingdom,1,2,2,3,223
17038,30,1,112.4,United Kingdom,0,3,2,1,321
17040,138,1,449.73,United Kingdom,3,2,2,2,222
17041,27,3,1071.49,United Kingdom,1,3,3,3,333
17042,3,5,1036.58,United Kingdom,0,4,4,3,443
17043,32,4,1735.18,United Kingdom,1,3,3,4,334
17044,25,1,948.48,United Kingdom,0,3,2,3,323
17045,113,3,339.44,United Kingdom,3,2,3,2,232
17046,157,1,642.02,United Kingdom,3,1,2,2,122
17047,85,3,1100.9,United Kingdom,1,2,3,3,233
17048,118,3,925.35,United Kingdom,1,2,3,3,233
17049,3,9,5655.03,United Kingdom,2,4,4,4,444
17050,96,6,3185.64,United Kingdom,1,2,4,4,244
17051,194,1,240.89,United Kingdom,3,1,2,1,121
17052,28,1,399.09,United Kingdom,0,3,2,2,322
17053,131,1,498.48,United Kingdom,3,2,2,2,222
17054,28,5,1356.33,United Kingdom,1,3,4,3,343
17058,82,3,1179.89,United Kingdom,1,2,3,3,233
17059,30,5,3080.39,United Kingdom,1,3,4,4,344
17060,266,1,234.24,United Kingdom,3,1,2,1,121
17061,74,11,5232.2300000000005,United Kingdom,2,2,4,4,244
17062,314,4,533.33,United Kingdom,3,1,3,2,132
17063,21,7,1461.14,United Kingdom,1,3,4,3,343
17064,59,3,855.45,United Kingdom,1,2,3,3,233
17068,12,21,4552.14,United Kingdom,2,4,4,4,444
17069,28,9,2709.7000000000003,United Kingdom,2,3,4,4,344
17070,114,1,304.24,United Kingdom,3,2,2,1,221
17071,28,9,2429.03,United Kingdom,2,3,4,4,344
17073,18,4,1446.09,United Kingdom,1,4,3,3,433
17075,18,4,834.12,United Kingdom,1,4,3,3,433
17076,36,3,841.0799999999999,United Kingdom,1,3,3,3,333
17078,36,2,378.2,United Kingdom,0,3,2,2,322
17079,78,1,118.80000000000001,United Kingdom,3,2,2,1,221
17080,22,2,287.62,United Kingdom,0,3,2,1,321
17081,25,2,288.91,United Kingdom,0,3,2,1,321
17082,33,2,2003.8500000000001,United Kingdom,1,3,2,4,324
17083,109,3,1405.78,United Kingdom,1,2,3,3,233
17084,35,2,2747.9900000000002,United Kingdom,1,3,2,4,324
17085,123,5,1562.4,United Kingdom,1,2,4,3,243
17086,7,6,2050.08,United Kingdom,2,4,4,4,444
17088,28,4,1991.01,United Kingdom,1,3,3,4,334
17090,4,7,1974.65,United Kingdom,2,4,4,4,444
17091,3,9,3827.76,United Kingdom,2,4,4,4,444
17092,50,4,1774.03,United Kingdom,1,3,3,4,334
17094,322,1,302.0,United Kingdom,3,1,2,1,121
17095,23,3,1324.16,United Kingdom,1,3,3,3,333
17096,15,4,1022.13,United Kingdom,1,4,3,3,433
17097,2,8,954.42,Spain,2,4,4,3,443
17100,18,2,971.74,United Kingdom,0,4,2,3,423
17101,10,4,1621.73,United Kingdom,1,4,3,3,433
17102,262,1,25.5,United Kingdom,3,1,2,1,121
17105,159,2,665.78,United Kingdom,3,1,2,2,122
17107,33,6,10797.48,United Kingdom,2,3,4,4,344
17109,29,6,881.29,United Kingdom,1,3,4,3,343
17110,165,1,163.29999999999998,United Kingdom,3,1,2,1,121
17111,47,1,231.61,United Kingdom,3,3,2,1,321
17114,6,8,801.12,United Kingdom,2,4,4,3,443
17115,8,3,837.5,United Kingdom,0,4,3,3,433
17117,288,1,116.2,United Kingdom,3,1,2,1,121
17118,318,1,157.02,United Kingdom,3,1,2,1,121
17119,3,2,606.91,United Kingdom,0,4,2,2,422
17120,233,1,307.46,United Kingdom,3,1,2,2,122
17122,119,1,138.32,United Kingdom,3,2,2,1,221
17123,162,1,345.3,United Kingdom,3,1,2,2,122
17124,185,1,294.24,United Kingdom,3,1,2,1,121
17125,50,1,230.5,United Kingdom,3,3,2,1,321
17126,152,5,989.45,United Kingdom,1,1,4,3,143
17128,335,1,157.09,United Kingdom,3,1,2,1,121
17131,5,5,2463.17,United Kingdom,2,4,4,4,444
17133,16,7,4892.240000000001,United Kingdom,2,4,4,4,444
17134,107,2,413.2,United Kingdom,3,2,2,2,222
17135,16,7,1139.73,United Kingdom,1,4,4,3,443
17138,276,1,380.5,United Kingdom,3,1,2,2,122
17139,16,12,10650.77,United Kingdom,2,4,4,4,444
17140,247,1,454.12,United Kingdom,3,1,2,2,122
17142,239,1,579.0,United Kingdom,3,1,2,2,122
17144,1,2,984.57,United Kingdom,0,4,2,3,423
17146,106,3,749.78,United Kingdom,1,2,3,3,233
17147,23,4,1714.59,United Kingdom,1,3,3,4,334
17148,52,1,124.88,United Kingdom,3,2,2,1,221
17152,195,3,1689.5,United Kingdom,1,1,3,4,134
17153,24,1,213.78,United Kingdom,0,3,2,1,321
17154,75,1,329.34,United Kingdom,3,2,2,2,222
17155,18,2,251.7,United Kingdom,0,4,2,1,421
17157,8,2,319.0,United Kingdom,0,4,2,2,422
17158,32,3,1266.97,United Kingdom,1,3,3,3,333
17159,22,3,1538.88,United Kingdom,1,3,3,3,333
17160,31,6,3518.03,United Kingdom,1,3,4,4,344
17162,29,10,1715.46,United Kingdom,2,3,4,4,344
17163,22,2,293.1,United Kingdom,0,3,2,1,321
17164,33,7,2467.35,United Kingdom,1,3,4,4,344
17165,284,1,158.68,United Kingdom,3,1,2,1,121
17166,39,2,206.34,United Kingdom,0,3,2,1,321
17169,58,2,835.78,United Kingdom,1,2,2,3,223
17171,289,1,224.91,United Kingdom,3,1,2,1,121
17172,79,1,317.76,United Kingdom,3,2,2,2,222
17173,5,8,3766.6,United Kingdom,2,4,4,4,444
17174,218,1,59.9,United Kingdom,3,1,2,1,121
17175,44,4,1443.69,United Kingdom,1,3,3,3,333
17176,202,1,306.13,United Kingdom,3,1,2,1,121
17179,178,3,711.79,United Kingdom,1,1,3,3,133
17180,56,4,783.97,United Kingdom,1,2,3,3,233
17181,57,2,239.92000000000002,United Kingdom,3,2,2,1,221
17183,8,6,3347.31,United Kingdom,2,4,4,4,444
17186,47,2,144.0,United Kingdom,3,3,2,1,321
17187,227,1,203.95,United Kingdom,3,1,2,1,121
17188,11,7,2474.23,United Kingdom,2,4,4,4,444
17189,106,2,383.75,United Kingdom,3,2,2,2,222
17190,59,2,444.74,United Kingdom,3,2,3,2,232
17191,28,7,2093.68,United Kingdom,1,3,4,4,344
17193,36,7,1699.3,United Kingdom,1,3,4,4,344
17194,274,2,262.62,United Kingdom,3,1,3,1,131
17197,30,1,1013.01,United Kingdom,0,3,2,3,323
17198,24,3,692.22,United Kingdom,0,3,3,3,333
17201,54,1,289.78000000000003,United Kingdom,3,2,2,1,221
17203,36,6,3560.08,United Kingdom,1,3,4,4,344
17204,175,4,1564.56,United Kingdom,1,1,3,3,133
17205,54,1,384.08,United Kingdom,3,2,2,2,222
17206,53,1,204.24,United Kingdom,3,2,2,1,221
17211,27,8,2317.2200000000003,United Kingdom,2,3,4,4,344
17212,253,1,226.85,United Kingdom,3,1,2,1,121
17213,40,7,2781.23,United Kingdom,1,3,4,4,344
17214,60,6,1059.1200000000001,United Kingdom,1,2,4,3,243
17217,234,1,113.5,United Kingdom,3,1,2,1,121
17218,4,10,1951.97,United Kingdom,2,4,4,4,444
17219,32,1,114.23,United Kingdom,3,3,2,1,321
17220,24,14,3187.55,United Kingdom,2,3,4,4,344
17221,7,2,334.48,United Kingdom,0,4,3,2,432
17222,65,1,328.65,United Kingdom,3,2,2,2,222
17223,310,2,416.89,United Kingdom,3,1,3,2,132
17226,309,1,393.49,United Kingdom,3,1,2,2,122
17227,19,6,939.32,United Kingdom,1,3,4,3,343
17228,16,8,1906.09,United Kingdom,2,4,4,4,444
17229,96,2,318.76,United Kingdom,3,2,3,2,232
17230,264,8,3638.41,United Kingdom,1,1,4,4,144
17231,12,10,3124.72,United Kingdom,2,4,4,4,444
17232,3,2,417.77,United Kingdom,0,4,3,2,432
17233,35,1,190.88,United Kingdom,0,3,2,1,321
17234,183,1,149.89,United Kingdom,3,1,2,1,121
17235,25,2,550.0600000000001,United Kingdom,0,3,3,2,332
17236,13,6,916.13,United Kingdom,1,4,4,3,443
17237,11,2,314.69,United Kingdom,0,4,3,2,432
17238,3,17,3719.1,United Kingdom,2,4,4,4,444
17239,313,1,382.5,United Kingdom,3,1,2,2,122
17242,108,2,1135.04,United Kingdom,1,2,3,3,233
17243,1,26,8540.05,United Kingdom,2,4,4,4,444
17244,53,1,954.9,United Kingdom,0,2,2,3,223
17245,205,1,171.45000000000002,United Kingdom,3,1,2,1,121
17247,15,1,280.09000000000003,United Kingdom,0,4,2,1,421
17248,120,1,318.65,United Kingdom,3,2,2,2,222
17250,4,2,381.97,United Kingdom,0,4,3,2,432
17251,363,1,269.83,United Kingdom,3,1,2,1,121
17252,117,2,348.90999999999997,United Kingdom,3,2,3,2,232
17253,18,1,178.26,United Kingdom,0,4,2,1,421
17254,5,2,271.19,United Kingdom,0,4,3,1,431
17255,41,2,291.48,United Kingdom,0,3,3,1,331
17256,107,2,240.0,United Kingdom,3,2,3,1,231
17259,148,2,581.23,United Kingdom,3,1,3,2,132
17262,52,5,1253.3600000000001,United Kingdom,1,2,4,3,243
17263,208,1,63.440000000000005,United Kingdom,3,1,2,1,121
17265,139,2,550.01,United Kingdom,3,2,3,2,232
17266,2,3,296.58,United Kingdom,0,4,3,1,431
17267,127,2,317.2,United Kingdom,3,2,3,2,232
17268,108,4,763.64,United Kingdom,1,2,3,3,233
17272,42,4,2148.63,United Kingdom,1,3,3,4,334
17274,35,1,107.82,United Kingdom,3,3,2,1,321
17277,228,2,1065.3500000000001,United Kingdom,3,1,3,3,133
17278,241,1,246.04000000000002,United Kingdom,3,1,2,1,121
17279,58,1,187.82999999999998,United Kingdom,3,2,2,1,221
17282,130,3,1685.46,United Kingdom,1,2,3,4,234
17284,60,6,1647.48,United Kingdom,1,2,4,3,243
17286,22,1,151.37,United Kingdom,0,3,2,1,321
17287,26,7,1049.06,United Kingdom,1,3,4,3,343
17288,9,7,1417.6299999999999,United Kingdom,2,4,4,3,443
17289,32,3,931.02,United Kingdom,1,3,3,3,333
17290,4,2,513.01,United Kingdom,0,4,3,2,432
17291,308,1,550.8000000000001,United Kingdom,3,1,2,2,122
17293,8,9,1854.06,United Kingdom,2,4,4,4,444
17295,29,3,547.0,United Kingdom,0,3,3,2,332
17297,17,1,128.18,United Kingdom,0,4,2,1,421
17298,101,2,498.42,United Kingdom,3,2,3,2,232
17299,12,4,656.61,United Kingdom,0,4,3,2,432
17301,21,1,163.24,United Kingdom,0,3,2,1,321
17302,15,5,1135.63,United Kingdom,1,4,4,3,443
17303,361,1,250.04,United Kingdom,3,1,2,1,121
17306,11,19,8631.31,United Kingdom,2,4,4,4,444
17309,95,1,82.75,United Kingdom,3,2,2,1,221
17311,78,2,1384.85,United Kingdom,1,2,3,3,233
17312,139,3,644.3,United Kingdom,1,2,3,2,232
17313,31,1,2328.84,United Kingdom,1,3,2,4,324
17314,25,8,2527.92,United Kingdom,2,3,4,4,344
17315,2,38,6281.2300000000005,United Kingdom,2,4,4,4,444
17317,46,3,2600.34,United Kingdom,1,3,3,4,334
17320,100,3,1200.6200000000001,United Kingdom,1,2,3,3,233
17321,8,2,657.16,United Kingdom,0,4,3,2,432
17323,15,7,906.52,United Kingdom,1,4,4,3,443
17324,18,4,986.48,United Kingdom,1,4,3,3,433
17325,280,1,96.8,United Kingdom,3,1,2,1,121
17329,14,2,523.11,United Kingdom,0,4,3,2,432
17330,23,2,363.9,United Kingdom,0,3,3,2,332
17331,124,1,175.2,United Kingdom,3,2,2,1,221
17333,86,1,494.25,United Kingdom,3,2,2,2,222
17334,302,2,307.02000000000004,United Kingdom,3,1,3,2,132
17337,151,4,1981.06,United Kingdom,1,1,3,4,134
17338,17,8,6493.54,United Kingdom,2,4,4,4,444
17339,94,2,243.36,United Kingdom,3,2,3,1,231
17340,30,11,12353.29,United Kingdom,2,3,4,4,344
17341,157,3,682.29,United Kingdom,1,1,3,3,133
17343,355,1,193.64,United Kingdom,3,1,2,1,121
17344,46,1,157.62,United Kingdom,3,3,2,1,321
17345,15,4,519.6899999999999,United Kingdom,0,4,3,2,432
17346,4,15,2622.88,United Kingdom,2,4,4,4,444
17347,86,1,228.96,United Kingdom,3,2,2,1,221
17348,15,5,1156.6,United Kingdom,1,4,4,3,443
17349,179,1,98.25,United Kingdom,3,1,2,1,121
17350,8,4,1281.32,United Kingdom,0,4,3,3,433
17351,36,3,587.15,United Kingdom,1,3,3,2,332
17353,129,2,1740.0,United Kingdom,1,2,3,4,234
17354,51,1,1393.06,United Kingdom,1,3,2,3,323
17356,312,1,178.22,United Kingdom,3,1,2,1,121
17357,24,2,384.39,United Kingdom,0,3,3,2,332
17358,303,2,360.81,United Kingdom,3,1,3,2,132
17359,11,1,127.86,United Kingdom,0,4,2,1,421
17360,17,3,568.24,United Kingdom,0,4,3,2,432
17361,49,3,488.2,United Kingdom,1,3,3,2,332
17362,239,2,312.23,United Kingdom,3,1,3,2,132
17364,1,11,4462.68,United Kingdom,2,4,4,4,444
17365,13,8,4767.36,United Kingdom,2,4,4,4,444
17367,238,1,167.55,United Kingdom,3,1,2,1,121
17368,23,8,1878.87,United Kingdom,2,3,4,4,344
17370,73,4,446.18,United Kingdom,1,2,3,2,232
17371,17,3,418.4,United Kingdom,0,4,3,2,432
17372,41,8,1337.18,United Kingdom,1,3,4,3,343
17373,40,4,646.92,United Kingdom,1,3,3,2,332
17374,219,2,495.77,United Kingdom,3,1,3,2,132
17375,199,3,400.1,United Kingdom,3,1,3,2,132
17376,71,2,203.2,United Kingdom,3,2,3,1,231
17377,24,20,4058.32,United Kingdom,2,3,4,4,344
17379,11,1,389.71999999999997,United Kingdom,0,4,2,2,422
17381,9,29,20275.61,United Kingdom,2,4,4,4,444
17382,65,1,65.4,United Kingdom,3,2,2,1,221
17383,4,1,193.39000000000001,United Kingdom,0,4,2,1,421
17384,19,2,336.4,United Kingdom,0,3,3,2,332
17385,15,1,256.11,United Kingdom,0,4,2,1,421
17386,8,6,2686.42,United Kingdom,2,4,4,4,444
17387,20,2,746.81,United Kingdom,0,3,3,3,333
17388,78,4,1259.56,United Kingdom,1,2,3,3,233
17389,1,34,31833.68,United Kingdom,2,4,4,4,444
17391,164,2,508.8,United Kingdom,3,1,3,2,132
17392,307,2,417.27,United Kingdom,3,1,3,2,132
17394,219,1,203.86999999999998,United Kingdom,3,1,2,1,121
17396,39,8,7330.8,United Kingdom,2,3,4,4,344
17397,22,2,681.41,United Kingdom,0,3,3,3,333
17398,115,3,653.38,United Kingdom,1,2,3,2,232
17400,126,5,2097.84,United Kingdom,1,2,4,4,244
17402,5,13,2633.85,United Kingdom,2,4,4,4,444
17403,36,1,263.92,United Kingdom,0,3,2,1,321
17404,4,15,31906.82,Sweden,2,4,4,4,444
17405,1,3,1031.41,United Kingdom,0,4,3,3,433
17406,333,3,2184.42,United Kingdom,1,1,3,4,134
17408,163,1,32.65,United Kingdom,3,1,2,1,121
17409,185,2,771.85,United Kingdom,3,1,3,3,133
17410,16,5,1214.72,United Kingdom,1,4,4,3,443
17411,12,3,778.94,United Kingdom,0,4,3,3,433
17412,3,7,1258.06,United Kingdom,2,4,4,3,443
17414,44,2,778.0,United Kingdom,1,3,3,3,333
17415,80,1,507.84,United Kingdom,3,2,2,2,222
17416,30,7,6893.42,United Kingdom,2,3,4,4,344
17418,42,2,463.46000000000004,United Kingdom,0,3,3,2,332
17419,11,12,4226.57,United Kingdom,2,4,4,4,444
17420,50,3,598.83,United Kingdom,1,3,3,2,332
17422,16,6,1979.37,United Kingdom,1,4,4,4,444
17423,46,2,698.41,United Kingdom,1,3,3,3,333
17425,19,2,759.1700000000001,United Kingdom,0,3,3,3,333
17426,8,6,5037.26,United Kingdom,2,4,4,4,444
17427,72,1,100.8,United Kingdom,3,2,2,1,221
17428,1,28,17256.85,United Kingdom,2,4,4,4,444
17429,128,3,524.9200000000001,United Kingdom,3,2,3,2,232
17430,33,2,265.76,United Kingdom,0,3,3,1,331
17431,313,1,403.3,United Kingdom,3,1,2,2,122
17432,18,2,365.76,United Kingdom,0,4,3,2,432
17433,88,1,303.16,United Kingdom,3,2,2,1,221
17434,2,7,2373.82,United Kingdom,2,4,4,4,444
17436,2,2,216.3,United Kingdom,0,4,3,1,431
17438,254,1,388.45000000000005,United Kingdom,3,1,2,2,122
17440,157,3,186.42000000000002,United Kingdom,3,1,3,1,131
17442,37,6,2248.56,United Kingdom,1,3,4,4,344
17443,220,1,534.24,Canada,3,1,2,2,122
17444,148,3,2940.04,Canada,1,1,3,4,134
17446,177,2,120.89999999999999,United Kingdom,3,1,3,1,131
17447,40,2,541.53,United Kingdom,0,3,3,2,332
17449,2,7,2519.21,United Kingdom,2,4,4,4,444
17450,8,46,194390.79,United Kingdom,2,4,4,4,444
17451,1,7,1721.4,United Kingdom,2,4,4,4,444
17453,18,2,486.72,United Kingdom,0,4,3,2,432
17454,192,4,517.53,United Kingdom,1,1,3,2,132
17455,204,1,131.7,United Kingdom,3,1,2,1,121
17456,365,1,249.86,United Kingdom,3,1,2,1,121
17457,127,5,1737.7,United Kingdom,1,2,4,4,244
17458,15,1,316.5,United Kingdom,0,4,2,2,422
17459,43,2,657.3,United Kingdom,0,3,3,2,332
17460,94,6,622.4300000000001,United Kingdom,1,2,4,2,242
17461,23,3,735.82,United Kingdom,0,3,3,3,333
17462,60,2,675.69,United Kingdom,1,2,3,3,233
17463,16,5,1875.8600000000001,United Kingdom,1,4,4,4,444
17464,158,1,289.96000000000004,United Kingdom,3,1,2,1,121
17466,10,2,763.28,United Kingdom,0,4,3,3,433
17468,10,2,137.0,United Kingdom,0,4,3,1,431
17469,16,5,1870.97,United Kingdom,1,4,4,4,444
17470,45,5,1125.07,United Kingdom,1,3,4,3,343
17472,191,3,697.54,United Kingdom,1,1,3,3,133
