StockCode,Description,TotalRevenue,TotalQuantity,UniqueInvoices,UniqueCustomers
72799C,PINK PILLAR CANDLE SILVER FLOCK,123.68,80,18,17
72799E,IVORY PILLAR CANDLE SILVER FLOCK,725.19,393,48,43
72799F,IVORY PILLAR CANDLE GOLD FLOCK,365.05,127,21,19
72800B, 4 PURPLE FLOCK DINNER CANDLES,265.65999999999997,138,36,31
72800C,4 PINK DINNER CANDLE SILVER FLOCK,229.96,124,30,26
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,216.75,85,29,20
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,913.74,450,96,62
72801C,4 ROSE PINK DINNER CANDLES,163.38,138,14,13
72801D,4 SKY BLUE DINNER CANDLES,72.5,58,12,10
72801G,4 BURGUNDY WINE DINNER CANDLES,53.75,43,11,9
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1271.67,315,55,44
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1749.94,968,75,54
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2541.12,1374,88,63
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,714.0,528,40,30
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1402.03,339,66,53
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1435.0,348,78,56
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2727.97,669,112,83
72811,SMALL ZINC/GLASS CANDLEHOLDER,67.25,49,6,6
72812,LARGE ZINC GLASS CANDLEHOLDER,49.98,18,4,3
72815,3 WICK CHRISTMAS BRIAR CANDLE ,7.5,2,1,1
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,841.5600000000001,826,31,26
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,961.4,1048,94,74
72818,CHRISTMAS DECOUPAGE CANDLE,782.77,1821,63,51
72819,CUPID DESIGN SCENTED CANDLES,436.40000000000003,208,30,28
72821,CUPID SCENTED CANDLE IN GLASS,18.15,11,4,4
75011,BLUE DAISY MOBILE,138.76,172,12,9
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.25,25,6,6
75049L,LARGE CIRCULAR MIRROR MOBILE,6092.049999999999,6809,118,71
75131,METAL TUBE CHIME ON BAMBOO,522.5600000000001,488,13,13
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,8
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,210.19,455,9,6
77079,DOLPHIN WINDMILL,2.12,1,1,1
77101A,UNION FLAG WINDSOCK,421.97,385,20,16
78033,FLAG OF ST GEORGE CHAIR,179.35,37,7,6
78034B,BLUE NETTING STORAGE HANGER,15.6,8,6,6
78124,MAGAZINE RACK GEBRA ASSORTED ,246.5,190,17,16
79000,MOROCCAN TEA GLASS,2741.2,3784,95,69
79026B,"S/4 ICON COASTER,ELVIS LIVES",10.61,25,9,7
79030D,TUMBLER BAROQUE,156.78,402,25,22
79030D,"TUMBLER, BAROQUE",58.86,54,5,5
79030G,TUMBLER NEW ENGLAND,475.79999999999995,1220,41,35
79030G,"TUMBLER, NEW ENGLAND",131.94,138,11,11
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,204.79,587,26,23
79051A,SMOKEY GREY COLOUR GLASS,56.83999999999999,196,11,10
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52,4,4
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,13
79063D,"RETRO PILL BOX , REVOLUTIONARY",34.72,188,10,9
79066K,RETRO MOD TRAY,618.13,739,110,69
79067,CORONA MEXICAN TRAY,496.25,143,18,16
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,11,10
79144B,PAINTED LIGHTBULB STAR+ MOON,42.54,107,15,14
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,24.06,63,6,5
79149B,SILICON STAR BULB  BLUE,7.56,18,8,8
79151B,"SILICON CUBE 25W, BLUE",4.62,11,2,2
79157B,UBO-LIGHT TRIOBASE BLUE,3.4,4,2,2
79157V,UBO-LIGHT TRIOBASE PURPLE,4.25,5,3,3
79160,HEART SHAPE WIRELESS DOORBELL,792.5400000000001,443,48,30
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,5.9,2,2,2
79163,BLACK CHAMPAGNE GLASS,621.87,1517,33,25
79164,BLACK WINE GLASS,697.62,1666,19,12
79190A,RETRO PLASTIC 70'S TRAY,142.8,340,34,24
79190B,RETRO PLASTIC POLKA TRAY,245.1,655,35,24
79190D,RETRO PLASTIC DAISY TRAY,95.34,227,25,16
79191B,RETRO PLASTIC POLKA TRAY,130.9,154,26,23
79191C,RETRO PLASTIC ELEPHANT TRAY,812.53,1105,65,57
79191D,RETRO PLASTIC DAISY TRAY,21.249999999999996,25,7,7
79192A,RETRO PLASTIC 70'S TRAY,3.75,3,2,2
79302M,"ART LIGHTS,FUNK MONKEY",950.45,355,47,26
79321,CHILLI LIGHTS,46265.11,9646,519,205
79323B,BLACK CHERRY LIGHTS,54.0,8,1,1
79323P,PINK CHERRY LIGHTS,27.0,4,1,1
79329,PINK FLOCK GLASS CANDLEHOLDER,12.18,12,2,2
79331,PINK FLOCK GLASS CANDLEHOLDER,17.5,26,3,3
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,13.679999999999998,36,3,2
79337,BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,10,9
79403,FROSTED WHITE BASE ,75.64999999999999,89,11,9
79406,FROSTED WHITE BASE ,30.8,140,6,6
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,8,8
81950V,FLOWER PURPLE CLOCK W/SUCKER,4.25,5,3,3
81950V,FLOWER PURPLE CLOCK WITH SUCKER,4.35,15,3,3
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,9,9
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24,22
81953B,ROUND BLUE CLOCK WITH SUCKER,2.09,11,3,2
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,5.32,28,3,2
82001S,SILVER RECORD COVER FRAME,955.86,272,19,13
82001S,VINYL RECORD FRAME SILVER,4275.22,1236,86,45
82011A,"BATHROOM SCALES, TROPICAL BEACH",60.0,16,10,8
82011B,BATHROOM SCALES RUBBER DUCKS,139.35,41,19,11
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,172.05,51,20,17
82095,HEART BUTTONS JEWELLERY BOX,53.550000000000004,7,4,4
82482,WOODEN PICTURE FRAME WHITE FINISH,19945.45,8256,876,410
82483,WOOD 2 DRAWER CABINET WHITE FINISH,14573.720000000001,2324,509,241
82484,WOOD BLACK BOARD ANT WHITE FINISH,34414.71,5913,604,285
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6124.13,707,186,129
82486,WOOD S/3 CABINET ANT WHITE FINISH,11343.199999999999,1364,373,183
82494L,WOODEN FRAME ANTIQUE WHITE ,17583.77,6268,811,392
82551,LAUNDRY 15C METAL SIGN,4229.719999999999,2791,253,156
82552,WASHROOM METAL SIGN,4456.57,2918,292,184
82567,"AIRLINE LOUNGE,METAL SIGN",1007.21,495,149,86
82578,KITCHEN METAL SIGN,1087.46,1954,220,142
82580,BATHROOM METAL SIGN,3016.9500000000003,5503,383,210
82581,TOILET METAL SIGN,1997.13,3749,302,172
82582,AREA PATROLLED METAL SIGN,8548.02,4288,374,176
82583,HOT BATHS METAL SIGN,12731.34,6367,385,206
82599,FANNY'S REST STOPMETAL SIGN,879.1800000000001,421,85,67
82600,N0 SINGING METAL SIGN,2523.78,1197,35,30
82600,NO SINGING METAL SIGN,9571.5,4635,384,207
82605,OLD DOC RUSSEL METAL SIGN,29.4,14,3,3
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",82.5,66,14,13
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",267.6,400,45,39
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",234.2,360,37,33
82613D,METAL SIGN CUPCAKE SINGLE HOOK,270.85,469,50,43
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1,1
82616B,FRAPPUCINO SCARF KNITTING KIT,413.83,307,47,35
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,385.52,277,52,40
84006,MAGIC TREE -PAPER FLOWERS,706.35,831,77,46
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1190.0,1212,94,78
84016,FLAG OF ST GEORGE CAR FLAG,10.5,25,1,1
84029E,RED WOOLLY HOTTIE WHITE HEART.,13311.26,3676,321,228
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9313.17,2465,319,211
84030E,ENGLISH ROSE HOT WATER BOTTLE,5729.66,1414,277,198
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,498.53,173,49,34
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,338.09,93,37,29
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1107.01,447,105,78
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1333.15,651,130,106
84033,FLAG OF ST GEORGE ,37.95,23,7,7
84050,PINK HEART SHAPE EGG FRYING PAN,4370.78,3134,200,139
84051,ASS COLOUR GLOWING TIARAS,211.95,279,24,24
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13558.41,54319,472,307
84078A,SET/4 WHITE RETRO STORAGE CUBES ,13007.150000000001,357,106,79
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,7,3
84086C,PINK/PURPLE RETRO RADIO,401.20000000000005,136,19,13
84192,ASSORTED COLOUR METAL CAT ,138.75,111,25,19
84199,GLOW IN DARK DOLPHINS,26.88,128,28,28
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.4699999999999998,13,2,2
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95,5,1,1
84206A,3 BLACK CATS W HEARTS BLANK CARD,4.56,24,3,3
84206B,CAT WITH SUNGLASSES BLANK CARD,0.95,5,1,1
84206C,CHAMPAGNE TRAY BLANK CARD,1.52,8,2,2
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,10297,103,72
84218,BOX/12 CHICK & EGG IN BASKET,222.3,122,40,37
84226,HEN HOUSE W FAMILY IN BARN & NEST,34.510000000000005,49,9,9
84227,HEN HOUSE W CHICK IN NEST,0.42,1,1,1
84228,HEN HOUSE W CHICK STANDING,107.39999999999999,270,16,13
84228,HEN HOUSE WITH CHICK STANDING,5.88,14,3,3
84231,EASTER BUNNY WITH BASKET ON BACK,68.25,105,18,13
84247E,PACK OF 12 CHRISTMAS FUN CARDS,138.65,47,13,13
84247E,PACK/12 XMAS FUN CARD,97.35000000000001,33,10,10
84247G,"DECOUPAGE,GREETING CARD,",141.12,336,23,17
84247K,"FOLK ART GREETING CARD,pack/12",64.9,22,9,7
84247L,FAWN AND MUSHROOM GREETING CARD,45.36,108,8,8
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,18,16
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",68.84,160,13,12
84251B,"GREETING CARD, STICKY GORDON",29.83,157,14,12
84251C,"GREETING CARD, TWO SISTERS.",4.56,24,2,2
84251G,"GREETING CARD, OVERCROWDED POOL.",34.199999999999996,180,15,15
84279B,CHERRY BLOSSOM DECORATIVE FLASK,666.93,179,57,48
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1242.72,336,94,79
84306,S/3 PINK SQUARE PLANTERS ROSES,21.9,2,2,2
84313B,BLUE TV TRAY TABLE ,175.8,76,13,6
84313C,ORANGE TV TRAY TABLE ,908.15,461,24,17
84341B,SMALL PINK MAGIC CHRISTMAS TREE,252.23,618,33,30
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17554.27,7892,305,192
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,543.35,33,22,14
84356,POMPOM CURTAIN,1570.15,337,46,32
84358,FLOOR LAMP SHADE WOOD BASE,287.74,32,12,6
84360,TABLE LAMP WHITE SHADE WOOD BASE,388.3,74,17,9
84375,SET OF 20 KIDS COOKIE CUTTERS,8676.27,4139,416,290
84378,SET OF 3 HEART COOKIE CUTTERS,7719.34,6001,521,376
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6711.0,5287,498,325
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1,1
84388,WISE MAN STAR SHAPE EGG PAN,13.139999999999999,24,6,6
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,3,3
84406B,CREAM CUPID HEARTS COAT HANGER,7121.2300000000005,1917,241,133
84415A,PINK FLOCK SUEDE CUSHION COVER ,15.0,12,2,2
84415B,BLUE FLOCK CUSHION COVER ,12.5,6,2,2
84422,PINK/BLUE DISC/MIRROR STRING,220.40999999999997,551,8,8
84429A,MEDIUM PINK BUDDHA HEAD ,135.70000000000002,46,14,13
84452,METAL RABBIT LADDER EASTER ,62.9,74,16,14
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,101.14999999999999,119,21,21
84459A,PINK METAL CHICKEN HEART ,906.14,670,53,50
84459B,YELLOW METAL CHICKEN HEART ,938.12,676,60,54
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,14,13
84462,3 PINK HEN+CHICKS IN BASKET,15.0,12,6,6
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,7,7
84466,TOP SECRET PEN SET,57.5,46,10,8
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13,7,7
84499,BLACK FLOWER CANDLE PLATE,5.949999999999999,7,2,2
84507B,STRIPES DESIGN MONKEY DOLL,79.05,31,14,10
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,160.64999999999998,63,25,11
84508A,CAMOUFLAGE DESIGN TEDDY,3445.5000000000005,1630,35,17
84508B,STRIPES DESIGN TEDDY,142.79999999999998,56,30,21
84508C,BLUE CIRCLES DESIGN TEDDY,130.05,51,20,14
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2194.64,612,139,103
84509B,SET OF 4 FAIRY CAKE PLACEMATS,585.0,156,48,37
84509C,SET OF 4 POLKADOT PLACEMATS ,269.55,77,23,20
84509E,SET OF 4 CAROUSEL PLACEMATS ,101.06,70,8,7
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,856.25,491,46,42
84510A,SET OF 4 ENGLISH ROSE COASTERS,1289.34,1058,144,100
84510C,SET OF 4 POLKADOT COASTERS,122.42,96,32,25
84510E,SET OF 4 GREEN CAROUSEL COASTERS,26.05,25,9,9
84519A,TOMATO CHARLIE+LOLA COASTER SET,739.19,477,61,45
84519B,CARROT CHARLIE+LOLA COASTER SET,545.99,425,91,63
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,388.69,481,54,51
84522,PINK PARTY SUNGLASSES,23.4,12,6,6
84527,FLAMES SUNGLASSES PINK LENSES,84.45,47,6,6
84531A,PINK KNITTED EGG COSY,71.75999999999999,140,25,24
84531B,BLUE KNITTED EGG COSY,81.50999999999999,149,25,24
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,39.1,46,5,5
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,185.1,398,20,19
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,762.99,1288,109,80
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1147.0,2729,221,140
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,655.34,1684,99,74
84539,KNITTED RABBIT DOLL ,26.4,16,1,1
84548,CROCHET BEAR RED/BLUE  KEYRING,24.75,15,3,3
84549,CROCHET WHITE RABBIT KEYRING ,46.349999999999994,31,3,3
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,1,1
84551,CROCHET DOG KEYRING,1.65,1,1,1
84558A,3D DOG PICTURE PLAYING CARDS,855.5,290,60,49
84559A,3D SHEET OF DOG STICKERS,231.98,272,42,34
84559B,3D SHEET OF CAT STICKERS,183.6,216,43,36
84562A,PINK/WHITE RIBBED MELAMINE JUG,15.9,2,2,2
84563A,PINK & WHITE BREAKFAST TRAY,198.05,59,14,11
84563B,BLUE & WHITE BREAKFAST TRAY,209.55,69,21,18
84568,GIRLS ALPHABET IRON ON PATCHES ,2088.0,11040,23,18
84569A,PACK 3 IRON ON DOG PATCHES,239.96,191,26,26
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,93.75,75,11,11
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1,1
84569D,PACK 6 HEART/ICE-CREAM PATCHES,337.42,268,34,32
84575A,PINK DOG CANNISTER,39.3,14,4,4
84576,BLUE CAT BISCUIT BARREL PINK HEART,111.14999999999999,57,9,8
84580,MOUSE TOY WITH PINK T-SHIRT,1256.3,334,120,91
84581,DOG TOY WITH PINK CROCHET SKIRT,615.76,164,70,60
84584,PINK GINGHAM CAT WITH SCARF,211.65,83,18,18
84592,CROCHET ROSE PURSE WITH SUEDE BACK,206.50000000000003,70,17,15
84593,CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,1,1
84595E,LARGE TORTILLA DESIGN RED BOWL,109.8,64,9,8
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2040.19,4436,361,189
84596E,SMALL LICORICE DES PINK BOWL,252.63,391,35,33
84596F,SMALL MARSHMALLOWS PINK BOWL,1553.25,3285,288,166
84596G,SMALL CHOCOLATES PINK BOWL,774.18,1660,158,84
84596J,MIXED NUTS LIGHT GREEN BOWL,205.28,469,27,21
84596L,BISCUITS SMALL BOWL LIGHT BLUE,440.94,1038,79,49
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,5,3
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,13,11
84598,BOYS ALPHABET IRON ON PATCHES,262.08,1248,5,5
84600,NEW BAROQUE JEWELLERY BOX ,367.6,48,20,16
84609,TALL ROCOCO CANDLE HOLDER,720.0,90,17,16
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.9,6,3,3
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,1,1
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,1,1
84616,SILVER ROCCOCO CHANDELIER,329.45,11,6,6
84617,NEW BAROQUE BLACK BOXES,38.25,3,3,3
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,2,1,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,470.75,455,31,24
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,478.15,439,28,20
84629,WHITE 3 FRAME BIRDS AND TREE ,150.0,20,10,10
84631,FRUIT TREE AND BIRDS WALL PLAQUE,127.2,16,9,7
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,5,5
84637,KITCHEN FLOWER POTS WALL PLAQUE,172.55,29,13,11
84638,SMALL KITCHEN FLOWER POTS PLAQUE,132.05,19,12,11
84658,WHITE STITCHED CUSHION COVER,308.48,44,16,14
84659A,WHITE TRAVEL ALARM CLOCK,314.31,134,22,19
84660A,WHITE STITCHED WALL CLOCK,761.9,837,36,30
84660B,BLACK STITCHED WALL CLOCK,684.65,695,29,20
84660C,PINK STITCHED WALL CLOCK,590.57,639,27,20
84661A,WHITE SQUARE TABLE CLOCK,132.99,94,11,10
84661B,BLACK SQUARE TABLE CLOCK,225.49,95,12,10
84661C,PINK SQUARE TABLE CLOCK,70.10000000000001,62,5,5
84663A,GRASS HOPPER WOODEN WALL CLOCK ,324.04,260,25,21
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,17,14
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4,4
84673A,PINK FLY SWAT,40.95,63,25,21
84673B,BLUE FLY SWAT,114.21,135,42,31
84674,FLYING PIG WATERING CAN,426.3,186,40,31
84675,FROG KING WATERING CAN,26.55,9,2,2
84678,CLASSICAL ROSE SMALL VASE,227.1,138,10,10
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,2
84683,CLASSICAL ROSE CANDLESTAND,147.35000000000002,187,7,6
84685,BEACH HUT KEY CABINET,78.75,21,9,6
84686,BEACH HUT MIRROR,66.39,49,8,7
84687,BEACH HUT SHELF W 3 DRAWERS,376.5,70,20,16
84688,BEACH HUT DESIGN BLACKBOARD,144.5,34,8,7
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,2,2
84691,PACK 20 DOLLY PEGS,174.5,242,4,2
84692,BOX OF 24 COCKTAIL PARASOLS,2808.57,6803,364,209
84705C,PINK FLOCK PHOTO FRAME ,15.0,12,1,1
84706D,CHERRY BLOSSOM TABLE CLOCK ,25.7,6,3,3
84706F,RED PEONY TABLE CLOCK,47.2,16,10,9
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,440.73999999999995,66,25,21
84707B,PINK JEWELLED MIRROR TRINKET TRAY,178.56,29,13,13
84708B,PINK JEWELLED PHOTO FRAME ,256.75,53,14,13
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,11,11
84711A,SILVER OVAL SHAPE TRINKET BOX,139.29999999999998,14,7,7
84711B,PINK OVAL SHAPE TRINKET BOX,149.25,15,8,7
84712B,PINK JEWELLED PHOTO FRAME,147.87,19,11,9
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,3
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,5
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,18,16
84731,3 BIRDS CANVAS SCREEN,2.04,2,2,2
84732B,CUTE BIRD CEATURE SCREEN,8.58,22,2,2
84732D,CUTE RABBIT CEATURE SCREEN ,4.29,11,2,2
84741C,CITRUS GARLAND FELT FLOWERS ,117.0,60,14,14
84743C,ORANGE FELT VASE + FLOWERS,1.25,1,1,1
84744,S/6 SEW ON CROCHET FLOWERS,135.0,108,18,17
84745A,PINK HANGING GINGHAM EASTER HEN,13.44,32,5,5
84745B,BLUE HANGING GINGHAM EASTER HEN,13.44,32,5,5
84746,PINK EASTER HENS+FLOWER,11.25,3,1,1
84748,FOLK FELT HANGING MULTICOL GARLAND,90.0,24,8,7
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,1,1
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,12,12
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,8,8
84754,S/15 SILVER GLASS BAUBLES IN BAG,586.46,502,36,35
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,9566.51,15563,529,318
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8,8
84763,ZINC FINISH 15CM PLANTER POTS,679.01,573,49,39
84766,SILVER ROCOCO CANDLE STICK,340.7,146,14,11
84773,RED ROSE AND LACE C/COVER,8.850000000000001,3,1,1
84789,ENCHANTED BIRD PLANT CAGE,595.8000000000001,180,43,33
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3470.54,774,190,125
84795B,SUNSET CHECK HAMMOCK,1249.65,167,40,33
84795C,OCEAN STRIPE HAMMOCK ,15.9,2,1,1
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,178.5,14,10,10
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,793.3499999999999,69,17,16
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,35.699999999999996,14,3,3
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,17.85,7,2,2
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,155.48,220,9,9
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,22,20
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,11,11
84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.07,107,9,9
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,5
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,3,3
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,3.38,2,1,1
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,1,1
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,25.35,15,3,3
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,8,8
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,6,6
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,52.5,30,3,3
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,3
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,11
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,394.15999999999997,296,19,18
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,79.8,38,5,5
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.8,18,1,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,1146.97,145,22,20
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,10,10
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,55,48
84818,DANISH ROSE PHOTO FRAME,1460.81,1423,99,79
84819,DANISH ROSE ROUND SEWING BOX,951.79,811,62,56
84820,DANISH ROSE TRINKET TRAYS,483.05,259,31,31
84821,DANISH ROSE DELUXE COASTER,407.15,935,40,35
84823,DANISH ROSE FOLDING CHAIR,890.4000000000001,112,25,25
84824,DANISH ROSE UMBRELLA STAND,31.9,2,2,2
84826,ASSTD DESIGN 3D PAPER STICKERS,386.83,13699,31,29
84827,ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,14,12
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,148.75,119,15,15
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1038.66,831,96,74
84832,ZINC WILLIE WINKIE  CANDLE STICK,2176.1,2606,188,137
84836,ZINC METAL HEART DECORATION,7099.93,5750,476,311
84840,SWEETHEART CARRY-ALL BASKET,25.5,3,3,3
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,8
84843,WHITE SOAP RACK WITH 2 BOTTLES,864.35,161,41,36
84846A,SCENTED CANDLE IN DIGITALIS TIN,109.2,52,10,9
84847,FLORAL BATHROOM SET,75.0,20,11,9
84849A,HELLO SAILOR BLUE SOAP HOLDER,261.95,155,31,25
84849B,FAIRY SOAP SOAP HOLDER,392.08,232,57,41
84849D,HOT BATHS SOAP HOLDER,809.51,479,102,64
84854,GIRLY PINK TOOL SET,24.75,5,1,1
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1
84857C,PINK MONTE CARLO HANDBAG,198.35,95,8,8
84858C,PINK RIVIERA HANDBAG,250.05,185,5,4
84859A,SILVER DISCO HANDBAG,248.20999999999998,123,30,24
84859B,BLUE DISCO HANDBAG,60.68,30,10,10
84859C,PINK DISCO HANDBAG,176.39,83,21,17
84865,NEW BAROQUE BLACK PHOTO ALBUM,109.65,24,11,8
84870B,BLUE GEISHA GIRL ,75.0,20,10,9
84870C,GREEN GEISHA GIRL ,75.0,20,10,10
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,50.849999999999994,3,3,3
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,2,2
84874B,BLUE TRAVEL FIRST AID KIT,56.1,34,7,7
84875B,GREEN SQUARE COMPACT MIRROR,168.75,125,15,14
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,8,8
84876B,GREEN HEART COMPACT MIRROR,251.25,201,20,17
84876D,BLUE HEART COMPACT MIRROR,187.5,124,12,12
84877A,PINK ROUND COMPACT MIRROR,15.0,12,1,1
84877B,GREEN ROUND COMPACT MIRROR,157.5,126,9,8
84877D,BLUE ROUND COMPACT MIRROR,121.25,87,11,11
84879,ASSORTED COLOUR BIRD ORNAMENT,56413.03,35263,1375,678
84880,WHITE WIRE EGG HOLDER,1881.15,301,65,51
84881,BLUE WIRE SPIRAL CANDLE HOLDER,69.85,11,5,5
84882,GREEN WIRE STANDING CANDLE HOLDER,127.5,34,15,12
84884A,ANT WHITE WIRE HEART SPIRAL,1076.66,286,64,52
